invoice_item_id,invoice_id,product_id,quantity
332,1149,14,5
333,9463,18,4
334,8712,11,3
335,5993,13,15
336,3265,12,5
337,6329,6,3
338,7054,9,15
339,8225,10,9
340,5532,17,8
341,6984,4,12
342,992,13,12
343,5439,3,3
344,7322,11,14
345,1051,13,10
346,2203,13,1
347,7276,24,9
348,5257,7,1
349,1025,22,14
350,9257,17,15
351,1291,23,12
352,5763,15,12
353,4538,10,8
354,8471,25,7
355,104,9,13
356,3704,17,13
357,5836,9,11
358,7820,7,7
359,6062,8,3
360,3885,7,4
361,1702,14,2
362,5813,6,3
363,2005,13,6
364,333,4,7
365,110,9,15
366,8433,11,1
367,2024,11,7
368,3772,3,3
369,3959,10,10
370,1949,5,7
371,8659,20,7
372,2613,23,14
373,5648,22,2
374,7714,3,8
375,7033,4,8
376,6694,12,5
377,1345,25,9
378,8255,3,5
379,538,2,4
380,4941,6,1
381,8830,23,7
382,2576,15,7
383,700,4,11
384,2597,10,6
385,5366,8,6
386,638,17,12
387,3657,13,6
388,6581,15,11
389,9488,5,4
390,5404,20,10
391,3458,25,13
392,416,12,10
393,8646,9,14
394,3478,7,13
395,3292,24,6
396,9829,12,5
397,9943,19,1
398,7203,10,9
399,9719,20,3
400,4787,16,6
401,6673,21,7
402,4975,23,12
403,1565,13,11
404,2628,3,6
405,2005,8,11
406,1831,10,5
407,8252,6,1
408,7446,9,9
409,7595,1,7
410,3543,21,11
411,5594,11,13
412,7735,17,15
413,8865,3,2
414,1470,13,14
415,4590,6,6
416,8905,14,13
417,2390,14,7
418,4600,16,12
419,5960,4,10
420,6158,14,9
421,8297,7,12
422,2430,25,11
423,212,9,1
424,866,25,1
425,6593,14,6
426,4536,1,5
427,778,15,5
428,488,3,6
429,8239,9,11
430,7872,24,12
431,503,22,6
432,9299,13,2
433,943,25,8
434,1624,4,9
435,8359,25,11
436,7873,25,9
437,3818,16,4
438,8233,14,6
439,9127,9,6
440,6773,2,12
441,61,9,14
442,1296,23,15
443,1237,8,8
444,8554,18,13
445,5188,3,6
446,5138,4,14
447,5569,17,15
448,7414,22,12
449,9376,19,6
450,4840,12,13
451,3635,17,13
452,9517,23,13
453,3921,11,9
454,6539,9,15
455,7001,17,9
456,3978,3,8
457,507,8,5
458,5504,16,10
459,3923,17,14
460,4894,20,2
461,7496,11,9
462,3060,8,11
463,1542,23,5
464,5767,23,5
465,1952,14,8
466,7745,16,4
467,3707,2,5
468,8862,4,12
469,1451,21,15
470,6535,20,5
471,7411,21,14
472,6818,12,9
473,3163,22,9
474,391,13,7
475,8827,15,5
476,9946,2,10
477,9046,16,3
478,9574,4,4
479,4111,21,4
480,892,24,11
481,8157,17,3
482,5305,7,3
483,2878,23,5
484,1214,21,15
485,1097,14,11
486,922,11,11
487,6014,9,4
488,2783,25,10
489,272,23,2
490,3627,19,12
491,530,10,4
492,5606,2,15
493,7716,17,4
494,809,5,6
495,1991,12,4
496,2952,25,5
497,995,2,13
498,1446,21,12
499,4,16,7
500,7509,25,5
501,4287,12,15
502,9281,18,1
503,6773,3,13
504,8371,25,6
505,763,1,4
506,7879,19,3
507,543,11,7
508,6085,9,6
509,8406,15,2
510,7011,2,14
511,900,16,2
512,6828,1,10
513,5923,7,12
514,7312,11,14
515,5247,18,10
516,7917,14,10
517,7310,12,5
518,5630,20,7
519,9930,13,4
520,6053,10,7
521,9253,13,1
522,3266,9,6
523,9356,13,8
524,8916,12,11
525,6932,19,10
526,451,2,1
527,7834,10,4
528,8704,22,4
529,6513,18,5
530,5602,19,13
531,7189,8,15
532,750,4,4
533,8689,13,8
534,8141,19,1
535,6869,11,2
536,7920,4,4
537,1802,14,12
538,691,21,12
539,508,3,14
540,5096,12,12
541,7537,13,3
542,7058,24,4
543,4717,6,5
544,720,19,8
545,5674,7,9
546,9714,25,12
547,6516,22,4
548,9531,23,3
549,5601,11,4
550,2128,7,6
551,8224,15,9
552,8968,19,11
553,7896,25,2
554,4334,3,1
555,4594,4,5
556,7373,1,9
557,4901,7,9
558,8772,14,7
559,8465,9,14
560,2516,4,6
561,9299,19,12
562,2655,20,1
563,5683,10,7
564,7762,17,10
565,8825,10,3
566,6561,20,1
567,9494,6,2
568,1271,15,4
569,5996,6,10
570,6780,14,14
571,6784,22,10
572,6857,8,2
573,1546,5,2
574,8140,22,7
575,8033,23,2
576,5807,14,7
577,5796,14,1
578,6500,15,9
579,3467,25,12
580,9756,3,12
581,6392,12,6
582,961,9,6
583,917,7,14
584,7500,8,3
585,8648,3,3
586,8803,7,11
587,4039,5,7
588,2631,16,11
589,3122,24,10
590,4207,10,10
591,805,1,3
592,2467,8,8
593,4050,3,6
594,3874,6,3
595,1837,13,5
596,2622,11,14
597,3097,15,13
598,876,18,9
599,7237,24,6
600,6437,19,10
601,9883,6,12
602,3144,14,12
603,7357,19,11
604,2867,14,1
605,8253,2,10
606,1297,14,14
607,3437,13,4
608,18,25,11
609,749,13,11
610,3995,24,13
611,2896,17,13
612,8974,14,8
613,4951,12,13
614,3337,17,14
615,6894,1,8
616,4685,5,7
617,3098,20,3
618,2174,14,7
619,5378,6,2
620,7984,12,11
621,5737,11,10
622,2357,16,10
623,6903,17,9
624,2910,8,7
625,4373,1,12
626,7825,6,7
627,5290,5,5
628,2873,24,12
629,4999,14,5
630,3539,25,11
631,6819,3,1
632,9296,10,8
633,2805,13,4
634,5116,18,9
635,1669,4,2
636,6189,9,5
637,30,22,14
638,1828,16,8
639,6601,10,15
640,1844,10,11
641,484,22,8
642,2094,23,4
643,205,18,8
644,2631,20,7
645,9473,6,4
646,1861,14,9
647,9650,25,6
648,9841,5,15
649,7417,15,6
650,7982,22,12
651,2713,16,11
652,418,16,7
653,5468,9,3
654,4163,10,12
655,1781,18,7
656,7999,6,11
657,5625,15,11
658,6467,13,15
659,5079,10,13
660,9967,10,7
661,2162,3,8
662,2132,17,6
663,4855,21,1
664,3755,8,4
665,9935,14,8
666,8418,23,4
667,5052,20,4
668,1973,23,8
669,6358,13,5
670,1843,25,1
671,88,8,9
672,9887,23,14
673,511,23,8
674,4247,14,9
675,3779,20,11
676,3372,2,1
677,2998,4,1
678,359,10,4
679,3337,23,2
680,8870,13,5
681,5523,18,6
682,142,3,15
683,3300,14,1
684,4252,14,14
685,5424,6,9
686,3226,24,1
687,170,13,14
688,1530,5,12
689,6687,17,4
690,3338,1,8
691,7906,4,4
692,2879,3,1
693,4230,19,5
694,5122,16,5
695,1701,9,15
696,3793,13,8
697,7773,16,7
698,19,14,2
699,6083,23,12
700,6976,22,13
701,4884,19,12
702,3153,21,14
703,6428,20,6
704,6457,14,9
705,3883,13,10
706,8932,18,8
707,9979,13,9
708,2552,6,2
709,3563,21,10
710,4734,2,6
711,5500,11,8
712,8171,9,6
713,6821,10,12
714,8755,10,15
715,1579,5,5
716,3385,7,14
717,8573,8,4
718,5924,19,3
719,6362,19,12
720,5897,10,3
721,5366,25,4
722,6728,1,14
723,9537,13,8
724,2727,9,13
725,517,18,11
726,2577,4,8
727,4826,16,9
728,6097,10,14
729,8124,24,3
730,6834,22,13
731,4460,24,12
732,1863,19,6
733,39,13,7
734,6628,21,10
735,84,18,3
736,567,3,11
737,4621,6,14
738,4345,12,8
739,447,1,13
740,436,24,13
741,365,20,13
742,4480,16,14
743,6690,5,8
744,4796,19,4
745,8866,20,3
746,307,25,4
747,7608,12,3
748,930,2,2
749,9690,4,7
750,207,16,14
751,9523,23,4
752,3047,3,8
753,5383,6,10
754,4752,10,7
755,8577,3,8
756,4155,9,9
757,1776,16,2
758,1942,24,11
759,6496,6,13
760,5249,14,5
761,8633,24,12
762,2843,5,3
763,1872,16,4
764,8063,10,8
765,5940,3,7
766,5759,17,1
767,6178,22,14
768,2151,1,8
769,3336,24,1
770,431,25,13
771,3542,8,14
772,6541,18,12
773,4962,8,12
774,281,16,8
775,6887,2,10
776,4647,11,8
777,8982,18,9
778,3483,1,13
779,2381,2,9
780,1889,9,5
781,8452,11,8
782,2203,24,6
783,1579,11,11
784,5036,25,12
785,8850,10,8
786,9793,8,1
787,9822,22,1
788,5916,4,4
789,7985,13,14
790,213,8,14
791,2187,23,4
792,1356,12,13
793,4607,13,7
794,6309,2,13
795,8959,18,4
796,142,20,7
797,3322,21,3
798,664,21,4
799,3095,14,14
800,3121,4,11
801,1993,6,10
802,2559,14,14
803,543,15,8
804,1239,4,10
805,4879,17,10
806,23,6,9
807,4459,20,11
808,2135,9,4
809,6221,17,3
810,2114,19,3
811,2663,20,9
812,2783,15,3
813,4902,22,5
814,4794,23,7
815,6257,9,7
816,6615,6,3
817,9884,20,8
818,5620,4,9
819,9353,25,13
820,7143,14,3
821,6889,23,3
822,6529,6,6
823,3573,23,6
824,1774,10,5
825,615,16,14
826,6137,25,2
827,5058,7,9
828,3406,2,7
829,898,18,14
830,3996,11,3
831,1285,13,1
832,3438,6,13
833,3409,3,10
834,2017,9,14
835,1690,20,7
836,2961,7,7
837,2962,21,3
838,3955,17,8
839,7144,21,9
840,6555,19,10
841,7491,5,13
842,3438,25,1
843,5352,7,1
844,5985,17,7
845,3691,5,9
846,2279,3,4
847,7753,16,4
848,1543,17,6
849,4228,22,7
850,352,17,2
851,1307,23,6
852,3413,11,6
853,3445,25,5
854,6517,20,10
855,6745,2,5
856,2015,6,6
857,8956,20,9
858,934,2,5
859,2166,5,11
860,9687,23,10
861,7308,5,12
862,7669,1,10
863,7474,3,10
864,4956,10,2
865,4009,23,1
866,2445,15,10
867,6775,23,5
868,8726,6,9
869,4935,22,8
870,2060,25,7
871,3450,18,4
872,9113,25,2
873,5506,23,9
874,719,21,1
875,6383,2,3
876,8882,3,8
877,8202,20,2
878,5715,23,8
879,6418,20,3
880,8728,24,5
881,7535,15,8
882,4775,22,15
883,1011,22,12
884,3257,22,3
885,5614,14,2
886,7634,11,14
887,9128,24,11
888,1544,5,2
889,3981,3,7
890,3708,4,2
891,6790,8,9
892,4847,20,5
893,4905,17,15
894,5563,8,14
895,4307,18,15
896,6700,15,3
897,3877,15,15
898,4500,15,1
899,5940,23,13
900,9145,9,12
901,2296,10,7
902,1263,10,13
903,4023,21,11
904,2222,16,5
905,3249,24,8
906,3286,1,4
907,7410,12,8
908,2937,18,12
909,8390,14,7
910,6225,16,7
911,6558,22,14
912,9750,22,4
913,7333,24,8
914,8011,2,10
915,4333,15,5
916,7669,22,1
917,4897,24,15
918,6180,2,13
919,1985,9,2
920,5681,6,13
921,8109,1,1
922,9997,18,15
923,9318,17,2
924,5425,11,13
925,5986,10,6
926,4522,15,2
927,8391,8,1
928,8843,1,2
929,6499,24,8
930,7572,16,1
931,23,4,10
932,4472,9,7
933,8433,4,11
934,7344,3,14
935,2095,1,4
936,8840,25,14
937,5766,20,3
938,8212,18,1
939,8325,24,11
940,9931,15,9
941,6837,22,10
942,1879,22,1
943,5829,25,1
944,5831,11,5
945,1669,17,15
946,9723,19,4
947,5723,11,8
948,1038,14,1
949,2027,23,14
950,5234,5,6
951,3070,24,9
952,355,1,15
953,339,18,11
954,6061,6,3
955,1837,14,6
956,6343,9,6
957,3632,3,2
958,1869,3,3
959,7758,9,12
960,8457,23,6
961,6013,10,7
962,4436,22,8
963,2833,10,14
964,2896,11,6
965,9476,9,11
966,7742,18,4
967,2897,14,12
968,2531,23,14
969,4282,21,8
970,5604,15,14
971,7363,7,8
972,7911,12,1
973,2275,24,7
974,651,17,9
975,4146,11,7
976,3160,3,12
977,1764,25,4
978,9522,11,13
979,5894,2,12
980,659,4,2
981,9882,7,4
982,9149,12,14
983,4047,20,8
984,8788,18,14
985,7489,24,14
986,7784,15,9
987,9977,18,14
988,29,17,6
989,7899,12,4
990,3853,24,11
991,6921,15,7
992,3872,7,15
993,399,20,5
994,7527,2,4
995,7254,9,3
996,7104,4,13
997,1725,11,12
998,7856,17,2
999,7848,3,12
1000,5722,7,4
1001,5332,13,8
1002,1494,25,2
1003,6144,5,5
1004,9762,18,7
1005,7781,7,12
1006,3141,16,5
1007,2498,20,13
1008,2850,1,3
1009,8423,12,12
1010,1708,14,13
1011,1545,16,15
1012,9271,16,7
1013,8482,25,10
1014,4711,24,4
1015,8858,4,14
1016,9491,20,13
1017,7682,11,1
1018,1250,20,1
1019,1656,13,2
1020,5513,7,14
1021,1925,20,2
1022,8298,1,11
1023,5283,7,12
1024,9610,2,12
1025,8837,5,12
1026,7407,11,1
1027,1335,12,1
1028,6064,11,4
1029,3429,6,7
1030,1304,1,7
1031,8579,12,11
1032,5515,17,5
1033,1608,18,3
1034,454,8,15
1035,572,7,10
1036,7866,24,9
1037,6366,6,12
1038,4960,6,8
1039,8975,3,9
1040,2000,24,7
1041,1010,14,12
1042,7491,24,7
1043,1298,6,1
1044,6992,20,8
1045,7230,12,11
1046,3145,21,10
1047,9614,17,14
1048,9053,1,6
1049,6095,13,8
1050,8269,17,12
1051,2656,2,15
1052,2787,2,10
1053,7788,2,9
1054,6326,5,11
1055,6646,8,1
1056,7871,14,8
1057,5165,15,1
1058,468,7,9
1059,6940,14,9
1060,4372,7,1
1061,6445,14,5
1062,1664,15,9
1063,6698,8,12
1064,1639,7,8
1065,7522,10,5
1066,2895,17,7
1067,956,11,1
1068,1934,2,1
1069,411,3,1
1070,9476,19,1
1071,5447,6,7
1072,146,15,15
1073,5416,19,10
1074,8957,2,14
1075,4029,12,13
1076,7436,21,9
1077,7569,6,12
1078,3386,10,15
1079,7178,9,8
1080,4593,18,3
1081,4796,17,14
1082,1687,22,13
1083,6886,13,10
1084,4624,14,10
1085,3037,1,10
1086,8740,8,7
1087,8514,9,1
1088,5141,24,15
1089,6346,22,3
1090,8454,2,12
1091,6545,6,2
1092,3119,15,4
1093,9474,18,4
1094,2105,25,11
1095,9789,1,1
1096,3449,4,10
1097,7621,4,2
1098,8583,10,2
1099,8162,22,2
1100,9443,3,11
1101,963,4,5
1102,5109,21,4
1103,9690,7,8
1104,364,4,13
1105,1666,15,11
1106,7659,20,8
1107,7405,24,13
1108,6461,13,12
1109,129,24,4
1110,357,16,8
1111,7676,6,11
1112,1270,5,6
1113,6632,7,13
1114,6702,13,10
1115,2933,14,3
1116,9155,18,4
1117,267,6,6
1118,2864,17,5
1119,8718,15,12
1120,8098,19,15
1121,5471,16,12
1122,1487,21,4
1123,3957,22,10
1124,8684,24,10
1125,3569,18,6
1126,136,6,2
1127,3405,23,7
1128,839,15,14
1129,6189,25,9
1130,5740,13,4
1131,8418,5,10
1132,3901,25,13
1133,3604,22,12
1134,3875,3,7
1135,9779,15,14
1136,7440,2,13
1137,5825,12,13
1138,3002,21,15
1139,7484,2,2
1140,3262,4,8
1141,9809,14,9
1142,2708,16,14
1143,7972,19,4
1144,9371,11,2
1145,7824,5,5
1146,6507,4,4
1147,3943,16,10
1148,1155,18,7
1149,2197,23,14
1150,4083,25,7
1151,7943,20,10
1152,889,12,12
1153,5967,11,9
1154,9761,23,11
1155,2379,10,1
1156,2133,7,8
1157,4524,4,1
1158,8103,3,3
1159,8457,5,3
1160,5907,23,4
1161,8054,25,9
1162,6631,4,9
1163,7579,20,1
1164,2841,11,10
1165,9611,23,2
1166,7885,17,11
1167,7700,12,15
1168,3796,20,11
1169,1168,11,2
1170,8604,10,15
1171,6825,8,14
1172,3669,12,12
1173,9535,21,2
1174,8861,10,14
1175,2524,12,8
1176,3841,13,2
1177,2807,12,15
1178,9565,15,11
1179,6343,3,1
1180,7308,24,8
1181,7322,22,1
1182,8283,2,14
1183,6896,11,15
1184,7596,15,7
1185,8323,25,8
1186,6111,22,8
1187,6253,11,6
1188,3434,1,10
1189,4677,18,12
1190,8821,8,13
1191,9461,16,4
1192,2387,15,2
1193,9960,8,7
1194,5891,8,11
1195,5037,9,5
1196,1890,16,3
1197,5402,1,14
1198,2314,22,2
1199,4299,12,7
1200,7509,24,15
1201,5965,12,5
1202,288,1,14
1203,25,22,14
1204,94,13,9
1205,9503,14,3
1206,7990,4,5
1207,1779,8,9
1208,1090,18,8
1209,2570,21,5
1210,3631,18,7
1211,5296,23,3
1212,2275,5,1
1213,8561,17,5
1214,8160,10,14
1215,6671,8,9
1216,6645,16,10
1217,1213,6,14
1218,5541,6,13
1219,6845,10,8
1220,8997,9,15
1221,1579,24,7
1222,4668,23,1
1223,7605,16,14
1224,1188,22,14
1225,6564,22,12
1226,6800,4,4
1227,969,21,2
1228,4848,6,4
1229,9539,11,3
1230,6846,1,3
1231,6698,14,11
1232,1984,8,11
1233,7576,18,4
1234,8440,19,10
1235,2947,6,14
1236,2299,9,11
1237,8037,6,11
1238,2065,3,8
1239,8797,3,11
1240,4613,13,15
1241,2399,24,13
1242,7996,23,13
1243,7298,3,11
1244,5178,17,10
1245,653,20,5
1246,8009,18,7
1247,3804,16,3
1248,941,6,4
1249,4910,1,1
1250,4788,19,6
1251,5856,9,5
1252,682,14,7
1253,3061,12,13
1254,8043,12,3
1255,3055,5,5
1256,655,2,6
1257,8384,16,1
1258,4192,21,6
1259,4250,18,14
1260,4704,6,11
1261,5445,18,15
1262,6537,16,12
1263,4188,4,14
1264,7246,13,15
1265,435,22,8
1266,1344,20,4
1267,5480,23,1
1268,2064,14,12
1269,2387,12,3
1270,7072,10,13
1271,8328,14,1
1272,7930,25,7
1273,3990,12,1
1274,2694,25,9
1275,256,15,10
1276,1645,2,13
1277,1251,21,8
1278,3302,6,5
1279,297,11,7
1280,9381,25,7
1281,9985,3,3
1282,6836,8,11
1283,561,21,14
1284,5701,10,9
1285,9106,23,11
1286,3782,24,2
1287,7733,6,1
1288,6931,12,2
1289,6006,19,2
1290,173,8,1
1291,8186,5,7
1292,2818,8,1
1293,6073,9,13
1294,4114,22,9
1295,3330,24,10
1296,2201,21,4
1297,8648,4,12
1298,8155,9,7
1299,2530,19,12
1300,7874,7,12
1301,148,14,1
1302,4035,1,6
1303,1817,2,11
1304,6288,18,6
1305,426,1,13
1306,1883,6,7
1307,4825,4,13
1308,1123,12,12
1309,8829,3,10
1310,3221,19,5
1311,938,22,3
1312,588,4,4
1313,9672,8,9
1314,3681,13,8
1315,9268,1,6
1316,4200,12,13
1317,7004,22,6
1318,9344,22,1
1319,1318,2,12
1320,1838,10,9
1321,7790,23,2
1322,7677,12,12
1323,6939,11,3
1324,6735,1,7
1325,909,21,8
1326,6287,7,3
1327,9029,15,6
1328,1033,8,5
1329,8462,12,2
1330,4892,1,11
1331,5124,22,12
1332,653,13,4
1333,3508,8,2
1334,8818,22,13
1335,1090,24,2
1336,7792,1,1
1337,7133,3,15
1338,1187,2,15
1339,1826,15,4
1340,6345,12,13
1341,4055,17,13
1342,3137,7,8
1343,3635,21,7
1344,389,2,11
1345,8485,5,3
1346,2765,4,12
1347,7919,22,2
1348,2056,14,9
1349,7353,7,11
1350,6425,14,3
1351,8145,25,10
1352,9313,20,5
1353,2315,23,14
1354,1700,20,8
1355,8794,2,3
1356,6417,9,6
1357,161,7,13
1358,7010,18,12
1359,6344,21,3
1360,7941,9,10
1361,760,15,14
1362,2676,5,4
1363,9053,7,1
1364,60,1,6
1365,819,9,13
1366,3159,17,2
1367,741,14,9
1368,7956,4,4
1369,7898,19,9
1370,5974,12,8
1371,9642,21,13
1372,5982,8,4
1373,9848,16,14
1374,6500,15,11
1375,1899,16,8
1376,2940,7,15
1377,4479,1,10
1378,5812,17,6
1379,6524,24,1
1380,1294,22,1
1381,1797,4,9
1382,578,16,1
1383,6535,24,11
1384,4851,25,5
1385,6740,4,14
1386,9999,3,14
1387,1654,5,12
1388,1047,25,7
1389,7614,12,6
1390,7182,25,9
1391,9701,23,10
1392,6971,10,9
1393,725,25,4
1394,2850,20,6
1395,2042,10,6
1396,4614,9,12
1397,5062,21,9
1398,2602,25,1
1399,8122,23,5
1400,9616,24,12
1401,1625,20,12
1402,2266,23,12
1403,270,17,15
1404,6358,20,14
1405,3258,9,5
1406,7635,24,7
1407,729,14,11
1408,1700,15,15
1409,4406,8,1
1410,106,15,10
1411,9398,8,11
1412,2040,12,14
1413,3359,7,2
1414,2107,2,4
1415,8750,7,5
1416,5704,22,14
1417,9085,3,6
1418,9570,7,13
1419,315,9,12
1420,7014,7,5
1421,4758,22,11
1422,7214,21,8
1423,9410,17,7
1424,6367,13,10
1425,3101,16,7
1426,1279,10,7
1427,8638,11,1
1428,6651,11,1
1429,5720,5,11
1430,613,12,1
1431,884,20,1
1432,6103,9,6
1433,6087,1,7
1434,7882,23,7
1435,8171,25,11
1436,2494,1,6
1437,1732,11,15
1438,4339,25,4
1439,3940,11,6
1440,9848,8,15
1441,565,7,13
1442,4867,7,1
1443,6742,6,8
1444,8620,10,2
1445,1624,23,12
1446,3705,10,1
1447,9047,12,11
1448,3318,4,1
1449,7231,4,13
1450,9935,1,9
1451,382,20,12
1452,8806,20,13
1453,8615,3,6
1454,8428,9,9
1455,8100,7,15
1456,9051,14,9
1457,956,7,12
1458,5591,25,11
1459,4605,18,13
1460,8813,15,2
1461,5573,11,13
1462,403,9,13
1463,9615,2,13
1464,6254,1,2
1465,4766,9,10
1466,8972,6,7
1467,525,18,10
1468,6181,19,15
1469,106,17,6
1470,1238,24,12
1471,3528,19,5
1472,3341,13,1
1473,2805,3,15
1474,9154,13,7
1475,7814,22,10
1476,9469,13,6
1477,7520,22,3
1478,5239,7,5
1479,8957,15,15
1480,6200,13,1
1481,3228,6,15
1482,647,22,12
1483,2345,2,12
1484,7014,22,14
1485,2561,23,13
1486,5116,12,15
1487,7405,1,13
1488,1659,7,2
1489,4249,22,6
1490,4345,18,6
1491,9831,8,7
1492,2871,3,3
1493,9754,6,8
1494,6747,6,7
1495,1755,9,12
1496,2186,16,5
1497,6807,17,13
1498,8161,17,15
1499,9976,4,8
1500,2856,3,13
1501,3333,13,12
1502,44,7,5
1503,3403,5,3
1504,287,1,13
1505,6717,3,10
1506,7693,14,4
1507,1369,6,3
1508,2940,20,8
1509,8923,20,6
1510,9264,3,3
1511,4250,15,2
1512,3136,7,3
